Escherichia coli
Picrasma quassioides
Anethum graveolens
Basella alba
Aspergillus tubingensis
Hemsleya macrosperma
Benincasa hispida
Nervilia fordii
Macaca fascicularis
Orobanche coerulescens
Acronychia pedunculata
Paenibacillus mucilaginosus
Pterocarpus marsupium
Malva verticillata
Rhynchosia volubilis
Ammopiptanthus mongolicus
Mortierella sarnyensis
Silene conoidea
Acinetobacter lwoffii
Gibberella zeae
Saponaria officinalis
Fusarium proliferatum
Artemia salina
Photinus pyralis
Polyporus lucidus
Lucilia sericata
Coxiella burnetii
Magnolia obovata
Ceratonia siliqua
Rhododendron simsii
Parthenocissus tricuspidata
Ilex purpurea
Mortierella reticulata
Mortierella parvispora
Mortierella globalpina
Lateolabrax japonicus
Selaginella uncinata
Phyllostachys nigra
Erysipelothrix rhusiopathiae
Phlebopus portentosus
Pistacia chinensis
Sapindus mukorossi
Mortierella beljakovae
Amaranthus spinosus
Artemisia absinthium
Lactococcus garvieae
Dendrobium devonianum
Lindernia ruellioides
Astilbe chinensis
Hirudo medicinalis
Ficus lyrata
Stropharia rugosoannulata
Pongamia pinnata
Hippocampus japonicus
Salix integra
Semiaquilegia adoxoides
Spatholobus suberectus
Juniperus chinensis
Actinidia polygama
Rhodospirillum rubrum
Lithocarpus polystachyus
Abutilon indicum
Ajuga decumbens
Alangium platanifolium
Phytophthora parasitica
Codium fragile
Acidovorax facilis
Bradysia odoriphaga
Piscirickettsia salmonis
Mortierella gemmifera
Mortierella sclerotiella
Vigna unguiculata
Dicliptera chinensis
Trichoderma aureoviride
Acer tegmentosum
Salvia sclarea
Lappula echinata
Iphigenia indica
Citrus depressa
Mortierella nigrescens
Mortierella pulchella
Muscodor roseus
Taxus mairei
Cervus nippon
Isochrysis galbana
Mallotus japonicus
Ochrobactrum anthropi
Malva sylvestris
Ganoderma atrum
Berberis thunbergii
Plectranthus amboinicus
Phellodendron chinense
Physcomitrella patens
Callicarpa macrophylla
Callicarpa macrophylla
Pieris rapae
Bellis perennis
Pseudomonas alcaligenes
Clanis bilineata
Lolium multiflorum
Levisticum officinale
Galleria mellonella
Vaccinium uliginosum
Monascus anka
Hibiscus cannabinus
Cryptocaryon irritans
Sophora tonkinensis
Ilex rotunda
Curcuma wenyujin
Comamonas testosteroni
Piper methysticum
Euphorbia lunulata
Tetrastigma hemsleyanum
Serissa japonica
Dendrocalamus latiflorus
Hafnia alvei
Aralia chinensis
Arthrobacter globiformis
Leuconostoc lactis
Zizania aquatica
Taxus cuspidata
Mycoplasma hyorhinis
Solanum torvum
Sargassum fulvellum
Orychophragmus violaceus
Trachelospermum jasminoides
Kandelia candel
Ulmus macrocarpa
Zelkova schneideriana
Tilia miqueliana
Mesua ferrea
Aristolochia debilis
Fagopyrum dibotrys
Leishmania major
Phoebe bournei
Diospyros lotus
Vitex rotundifolia
Lepista sordida
Eimeria acervulina
Orientia tsutsugamushi
Cajanus cajan
Siphonostegia chinensis
Oreochromis niloticus
Uncaria gambir
Cirsium setosum
Vaccinium macrocarpon
Rhodococcus globerulus
Saccharomycopsis fibuligera
Terminalia arjuna
Alopecurus myosuroides
Pleione bulbocodioides
Cymbidium goeringii
Helicoverpa armigera
Venturia inaequalis
Canavalia gladiata
Chuanminshen violaceum
Hydrocotyle sibthorpioides
Eisenia bicyclis
Pelargonium sidoides
Cinnamomum verum
Elsholtzia ciliata
Elettaria cardamomum
Cinnamomum tamala
Durio zibethinus
Culex pipiens
Striga asiatica
Ipomoea cairica
Adenophora triphylla
Vitis davidii
Morus bombycis
Lythrum salicaria
Trichoderma pseudokoningii
Alternaria tenuissima
Meyerozyma guilliermondii
Ulva pertusa
Cymbopogon winterianus
Nostoc flagelliforme
Anaplasma phagocytophilum
Mosla chinensis
Smilax riparia
Sus scrofa
Alangium chinense
Rana japonica
Origanum majorana
Amaranthus hypochondriacus
Cuscuta japonica
Acidovorax avenae
Serratia plymuthica
Campylobacter coli
Geranium nepalense
Fusobacterium necrophorum
Viola japonica
Rhinacanthus nasutus
Scutellaria indica
Irpex lacteus
Torulaspora delbrueckii
Amycolatopsis orientalis
Codonopsis convolvulacea
Nannochloropsis oculata
Myrothecium verrucaria
Crypthecodinium cohnii
Acetes chinensis
Dracocephalum moldavica
Bifidobacterium pseudocatenulatum
Aconitum pendulum
Dictyostelium discoideum
Sechium edule
Melilotus officinalis
Petasites japonicus
Isodon japonicus
Plantago lanceolata
Angelica archangelica
Sauropus spatulifolius
Ficus erecta
Calotropis gigantea
Torreya nucifera
Aeschynomene indica
Micromonospora echinospora
Streptomyces venezuelae
Saccharomyces bayanus
Croton lechleri
Artemisia desertorum
Livistona chinensis
Avicennia marina
Caragana korshinskii
Dryopteris crassirhizoma
Cynanchum mooreanum
Leontopodium alpinum
Phoenix dactylifera
Lysimachia fortunei
Caulerpa lentillifera
Zingiber mioga
Justicia procumbens
Bacillus flexus
Arthrospira platensis
Ipomoea aquatica
Clonostachys rosea
Schima superba
Prunus domestica
Commiphora myrrha
Althaea officinalis
Corynespora cassiicola
Shewanella putrefaciens
Lactobacillus mucosae
Brassica carinata
Lonicera macranthoides
Liriomyza sativae
Corynebacterium crenatum
Bacillus vallismortis
Capsosiphon fulvescens
Phytophthora cactorum
Staphylococcus hominis
Methylococcus capsulatus
Aspergillus clavatus
Dracocephalum heterophyllum
Syzygium samarangense
Nypa fruticans
Prevotella intermedia
Dermanyssus gallinae
Leishmania infantum
Photorhabdus luminescens
Sparganium stoloniferum
Lactobacillus amylovorus
Nymphaea tetragona
Sphingomonas paucimobilis
Armoracia rusticana
Orthosiphon aristatus
Parthenium argentatum
Wahlenbergia marginata
Castanea crenata
Pediculus humanus
Physalis angulata
Shewanella oneidensis
Securidaca inappendiculata
Bacillus alcalophilus
Terminalia catappa
Castanea seguinii
Fomitopsis pinicola
Anemone hupehensis
Mycobacterium kansasii
Ustilago maydis
Piper betle
Sedum alfredii
Gentiana rigescens
Eimeria necatrix
Rana chensinensis
Euterpe oleracea
Geranium thunbergii
Glechoma hederacea
Bulbophyllum inconspicuum
Flemingia philippinensis
Streptomyces diastatochromogenes
Jasminum sambac
Urena lobata
Spiranthes sinensis
Thujopsis dolabrata
Magnolia grandiflora
Mallotus apelta
Aspergillus sydowii
Yersinia pseudotuberculosis
Cicer arietinum
Polyrhachis vicina
Carya cathayensis
Laminaria digitata
Clostridium sporogenes
Holotrichia parallela
Streptomyces lavendulae
Harpagophytum procumbens
Plasmodium berghei
Varroa jacobsoni
Monascus pilosus
Skeletonema costatum
Davallia mariesii
Solanum dulcamara
Rumex acetosa
Cydonia oblonga
Catalpa ovata
Myrciaria dubia
Lactuca indica
Fraxinus chinensis
Syzygium jambos
Ribes burejense
Aralia continentalis
Pantoea ananatis
Malus hupehensis
Ambrosia artemisiifolia
Artemisia integrifolia
Lamium album
Kadsura longipedunculata
Saruma henryi
Sasa veitchii
Viola diffusa
Aconitum carmichaelii
Streptomyces rimosus
Lens culinaris
Oncorhynchus mykiss
Cymbidium ensifolium
Genipa americana
Hypocrea jecorina
Prunus cerasifera
Dianthus caryophyllus
Aegilops tauschii
Vibrio natriegens
Eriocaulon buergerianum
Oxalis corniculata
Bacillus paralicheniformis
Echinococcus multilocularis
Pinus pumila
Microsporum canis
Yucca schidigera
Enterococcus durans
Heterodera glycines
Clinacanthus nutans
Ruta graveolens
Lymantria dispar
Passiflora incarnata
Scutellaria lateriflora
Hyphantria cunea
Artemisia sphaerocephala
Casuarina equisetifolia
Rosa banksiae
Halenia elliptica
Patrinia villosa
Ophiocordyceps sinensis
Phaseolus coccineus
Marasmius androsaceus
Thermoanaerobacterium saccharolyticum
Chimonanthus salicifolius
Physalis pubescens
Botryococcus braunii
Gibberella fujikuroi
Monilinia fructicola
Typha angustifolia
Suaeda heteroptera
Primula veris
Sonchus oleraceus
Alectoria asiatica
Hosta plantaginea
Epimedium sagittatum
Lotus corniculatus
Dioscorea cirrhosa
Hydrangea paniculata
Pachyrhizus erosus
Mycoplasma ovipneumoniae
Arnebia euchroma
Ficus esquiroliana
Veronica officinalis
Erigeron annuus
Equisetum hyemale
Thymus serpyllum
Castanea sativa
Scrophularia buergeriana
Aspergillus japonicus
Eucalyptus urophylla
Artemisia filifolia
Aster scaber
Antidesma bunius
Bifidobacterium pseudolongum
Plasmodium malariae
Plasmodium malariae
Staphylococcus carnosus
Swertia pseudochinensis
Woodfordia fruticosa
Woodfordia fruticosa
Sanguinaria canadensis
Reynoutria japonica
Adenophora elata
Cynara cardunculus
Streptomyces platensis
Kibdelosporangium aridum
Leptinotarsa decemlineata
Amaranthus caudatus
Sonchus brachyotus
Hamamelis mollis
Salicornia bigelovii
Streptococcus sobrinus
Cynanchum thesioides
Acinetobacter johnsonii
Monstera deliciosa
Popillia japonica
Fagopyrum cymosum
Perna viridis
Bacillus gibsonii
Clematis filamentosa
Galium verum
Acidithiobacillus thiooxidans
Isodon amethystoides
Heliothis virescens
Abeliophyllum distichum
Farfugium japonicum
Acmella oleracea
Persicaria hydropiper
Pleurotus pulmonarius
Saccharina japonica
Pseudomonas nitroreducens
Pterocarya stenoptera
Clostridium tyrobutyricum
Cephalotaxus fortunei
Streptomyces antibioticus
Mucuna pruriens
Pseudomonas fragi
Dracontomelon duperreanum
Lactarius deliciosus
Pyrus communis
Podocarpus macrophyllus
Photinia glabra
Portulaca grandiflora
Lindera obtusiloba
Coptotermes formosanus
Rhodobacter capsulatus
Vibrio fluvialis
Hucho taimen
Eucalyptus grandis
Morganella morganii
Dichondra repens
Gypsophila paniculata
Miscanthus floridulus
Lactobacillus zeae
Vibrio mimicus
Typha orientalis
Sorghum sudanense
Chromobacterium violaceum
Embelia laeta
Silphium perfoliatum
Persicaria perfoliata
Sapium baccatum
Daphniphyllum calycinum
Gnetum montanum
Panicum virgatum
Trigonopsis variabilis
Staphylococcus haemolyticus
Ulmus parvifolia
Pyrus ussuriensis
Flemingia macrophylla
Corydalis ambigua
Providencia rettgeri
Zinnia elegans
Stylosanthes guianensis
Phlomis mongolica
Cynanchum bungei
Histoplasma capsulatum
Cyperus difformis
Populus alba
Elaeis guineensis
Pinus pinaster
Burkholderia mallei
Luciola cruciata
Phytolacca americana
Youngia japonica
Sida acuta
Epinephelus lanceolatus
Dendrobium chrysotoxum
Whitmania pigra
Liquidambar orientalis
Cremastra appendiculata
Mappia foetida
Chanos chanos
Veronica linariifolia
Cryptococcus laurentii
Dioscorea alata
Caryopteris incana
Anaplasma marginale
Mussaenda pubescens
Atropa belladonna
Laggera pterodonta
Ottelia alismoides
Myxococcus xanthus
Mimosa tenuiflora
Pseudoperonospora cubensis
Lysinibacillus fusiformis
Juglans nigra
Ishige okamurae
Orostachys japonica
Tagetes patula
Leonurus sibiricus
Chromolaena odorata
Cladosiphon okamuranus
Amaranthus viridis
Misgurnus anguillicaudatus
Hydrangea serrata
Parietaria judaica
Taenia solium
Streptomyces rochei
Corchorus capsularis
Cissus pteroclada
Bolbostemma paniculatum
Dioscorea septemloba
Quercus robur
Gentianopsis barbata
Lactobacillus parafarraginis
Streptomyces tendae
Valsa mali
Salvinia natans
Penicillium italicum
Enterococcus hirae
Alpinia zerumbet
Dryopteris fragrans
Goodyera schlechtendaliana
Alchemilla vulgaris
Tetradium ruticarpum
Quasipaa spinosa
Anacardium occidentale
Prunus dulcis
Takifugu obscurus
Mucuna birdwoodiana
Phytophthora cinnamomi
Brachypodium distachyon
Debregeasia orientalis
Tiarella polyphylla
Musa basjoo
Embelia parviflora
Sphaeranthus indicus
Bacillus halotolerans
Malus pumila
Aspergillus parasiticus
Gryllus bimaculatus
Autographa californica
Alhagi sparsifolia
Hypericum attenuatum
Atalantia buxifolia
Streptomyces mobaraensis
Acanthus ilicifolius
Jasminum officinale
Dimocarpus longan
Hierochloe odorata
Ixora chinensis
Pectobacterium carotovorum
Paliurus ramosissimus
Isaria fumosorosea
Illicium simonsii
Populus tremula
Anguilla japonica
Bacillus simplex
Palaemon carinicauda
Leptospira interrogans
Athetis lepigone
Histophilus somni
Clarias fuscus
Aeromonas caviae
Daphne odora
Pellionia repens
Piper hancei
Tachypleus tridentatus
Vicia sativa
Chloranthus japonicus
Pseudomonas monteilii
Dastarcus helophoroides
Cricetulus griseus
Argyranthemum frutescens
Pelargonium peltatum
Phleum pratense
Pseudonocardia thermophila
Oxalis corymbosa
Cladosporium cladosporioides
Ranunculus ternatus
Typha latifolia
Fatsia japonica
Syringa oblata
Botryosphaeria dothidea
Salvia prionitis
Pseudomonas oleovorans
Fusarium culmorum
Pteris vittata
Holothuria scabra
Sasa quelpaertensis
Angelica decursiva
Klebsiella aerogenes
Stauntonia hexaphylla
Rhizobium leguminosarum
Vigna angularis
Salix babylonica
Vicia unijuga
Takifugu rubripes
Tetragenococcus halophilus
Pinus radiata
Panonychus ulmi
Viola arcuata
Callicarpa kwangtungensis
Streptococcus mitis
Corydalis decumbens
Enterobacter ludwigii
Spirodela polyrhiza
Pinus nigra
Turnera diffusa
Citrus maxima
Clavibacter michiganensis
Ainsliaea fragrans
Acipenser dabryanus
Phyllostachys bambusoides
Quercus mongolica
Bambusa vulgaris
Datura metel
Oenothera odorata
Turbo cornutus
Rhododendron mariae
Cyperus iria
Toddalia asiatica
Ocimum gratissimum
Calystegia hederacea
Saussurea costus
Epidermophyton floccosum
Parabacteroides goldsteinii
Maackia amurensis
Vitis coignetiae
Streptococcus parauberis
Matteuccia struthiopteris
Atractylodes chinensis
Clostridium autoethanogenum
Anredera cordifolia
Berchemia sinica
Citrus sudachi
Sargassum pallidum
Syringa vulgaris
Russula vinosa
Plasmodium ovale
Lespedeza pilosa
Corylus avellana
Crossostephium chinense
Liriodendron tulipifera
Canarium ovatum
Bacteroides vulgatus
Leveillula taurica
Gentiana straminea
Castanopsis sclerophylla
Scolopendra subspinipes
Alternaria mali
Limonium sinense
Edwardsiella ictaluri
Malus asiatica
Usnea barbata
Klebsiella variicola
Anisomeles indica
Gerbera piloselloides
Nardostachys jatamansi
Enterobacter hormaechei
Elsholtzia splendens
Phakopsora pachyrhizi
Ilex paraguariensis
Pyrus pyrifolia
Trichosporon cutaneum
Toxicodendron vernicifluum
Celastrus flagellaris
Ardisia gigantifolia
Aster striatus
Pseudostellaria maximowicziana
Phalaenopsis amabilis
Avibacterium paragallinarum
Coccinella septempunctata
Lagenaria siceraria
Trillium tschonoskii
Lyophyllum shimeji
Cinnamomum burmannii
Staphylococcus capitis
Rungia pectinata
Viola inconspicua
Thermotoga neapolitana
Cordia dichotoma
Cordia dichotoma
Rapana venosa
Macrobrachium nipponense
Lactobacillus coryniformis
Abutilon theophrasti
Perinereis aibuhitensis
Psychotria serpens
Cissus quadrangularis
Zingiber corallinum
Penicillium roqueforti
Rahnella aquatilis
Marrubium vulgare
Dioscorea polystachya
Pogonatherum crinitum
Aspergillus glaucus
Euonymus japonicus
Glycyrrhiza inflata
Trichinella spiralis
Grapholitha molesta
Streptomyces cyaneogriseus
Prevotella histicola
Hydrastis canadensis
Hedychium coronarium
Rauvolfia verticillata
Cydia pomonella
Carex meyeriana
Populus deltoides
Rana pipiens
Lilium regale
Lactobacillus sanfranciscensis
Pyrophorus plagiophthalamus
Luciola mingrelica
Laetiporus sulphureus
Paulownia tomentosa
Malus micromalus
Helichrysum italicum
Conyza japonica
Adenophora trachelioides
Derris elliptica
Ecklonia kurome
Hedychium spicatum
Syringa reticulata
Synsepalum dulcificum
Celosia argentea
Pseudomonas protegens
Weissella confusa
Cardiospermum halicacabum
Ranunculus japonicus
Lithospermum purpurocaeruleum
Capparis spinosa
Balanophora polyandra
Palmaria palmata
Rhodotorula rubra
Thermoascus aurantiacus
Clerodendrum fortunatum
Chrysanthellum indicum
Murraya exotica
Bidens tripartita
Typhonium flagelliforme
Nitrosomonas eutropha
Garcinia multiflora
Plantago depressa
Russula virescens
Asarum caulescens
Mosla dianthera
Octopus vulgaris
Pilea notata
Herpetospermum pedunculosum
Isaria cicadae
Asparagus racemosus
Periploca sepium
Tenodera aridifolia
Ligustrum sinense
Serratia liquefaciens
Chouioia cunea
Clostridium novyi
Dicranopteris pedata
Gluconacetobacter diazotrophicus
Fraxinus excelsior
Shiraia bambusicola
Streptomyces albulus
Citrus bergamia
Rubus hirsutus
Avena fatua
Vanilla planifolia
Nocardiopsis dassonvillei
Bacillus sonorensis
Aspergillus candidus
Boerhavia diffusa
Myrtus communis
Thunbergia fragrans
Streptomyces viridochromogenes
Humicola grisea
Aristotelia chilensis
Epimedium brevicornu
Ascaris suum
Pandanus amaryllifolius
Tilia amurensis
Sorghum halepense
Lasiodiplodia theobromae
Pachyma hoelen
Forsythia viridissima
Artemisia dracunculus
Providencia stuartii
Delftia acidovorans
Acidothermus cellulolyticus
Canarium pimela
Argyreia acuta
Adenosma indianum
Rubus crataegifolius
Peperomia dindygulensis
Spiraea ulmaria
Cichorium endivia
Lampyris noctiluca
Rhipicephalus sanguineus
Glycine tomentella
Zingiber zerumbet
Bacteroides uniformis
Photobacterium damselae
Peperomia blanda
Thymus quinquecostatus
Cinnamomum wilsonii
Iris lactea
Damnacanthus indicus
Alocasia cucullata
Rheum rhabarbarum
Aristolochia mollissima
Jasminum laurifolium
Tilletia controversa
Fibraurea recisa
Aegle marmelos
Aegle marmelos
Lonicera hypoglauca
Ranunculus sceleratus
Heliotropium indicum
Glossogyne tenuifolia
Bryophyllum pinnatum
Bryophyllum pinnatum
Lysobacter enzymogenes
Styela clava
Zelkova serrata
Curcuma xanthorrhiza
Nosema bombycis
Turpinia arguta
Poa pratensis
Lonicera fragrantissima
Pueraria montana
Cocculus trilobus
Hemiphragma heterophyllum
Cocculus orbiculatus
Sophora davidii
Hypophthalmichthys molitrix
Quercus salicina
Dactylis glomerata
Danio rerio
Staphylococcus simulans
Paeonia veitchii
Borago officinalis
Aphelenchoides besseyi
Dioscorea hispida
Fumaria officinalis
Bactrocera minax
Cupriavidus necator
Ictalurus punctatus
Stemona sessilifolia
Crotalaria ferruginea
Enterococcus lactis
Flaveria bidentis
Calanthe discolor
Litsea japonica
Scatophagus argus
Euphorbia fischeriana
Geobacillus thermodenitrificans
Ficus formosana
Sambucus adnata
Ardisia maculosa
Sulfolobus acidocaldarius
Blatella germanica
Lupinus albus
Pinctada fucata
Adonis amurensis
Thermobifida fusca
Helleborus thibetanus
Abrus precatorius
Abrus precatorius
Megasphaera elsdenii
Griffonia simplicifolia
Enterococcus gallinarum
Actinomyces viscosus
Peristrophe japonica
Leucaena leucocephala
Dendrobium moniliforme
Carex baccans
Trigonotis peduncularis
Lilium candidum
Elsholtzia rugulosa
Lagochilus leiacanthus
Saccharomyces uvarum
Pholidota chinensis
Lamium purpureum
Bifidobacterium thermophilum
Pterocarpus indicus
Clinopodium chinense
Populus nigra
Potamogeton crispus
Breynia fruticosa
Helicoverpa zea
Centaurea cyanus
Meretrix meretrix
Adoxophyes orana
Mycobacterium marinum
Vigna umbellata
Parabacteroides distasonis
Mycobacterium leprae
Eleutheronema tetradactylum
Salix matsudana
Macrophomina phaseolina
Atopobium vaginae
Malvastrum coromandelianum
Phlegmariurus petiolatus
Marsdenia longipes
Coccidioides immitis
Sorbus pohuashanensis
Ficus virens
Lamium amplexicaule
Ajuga reptans
Lactobacillus murinus
Treponema denticola
Scophthalmus maximus
Enterococcus mundtii
Aconitum napellus
Bacillus halodurans
Ajuga ciliata
Geranium strictipes
Grateloupia filicina
Pittosporum illicioides
Indigofera pseudotinctoria
Lactobacillus hilgardii
Myosotis sylvatica
